"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"	"gender"
"TMSB4X"	1.35538198940744e-28	0.379392282284142	0.285	0.103	4.55286364061854e-24	"Ast"	"TMSB4X"	"brain region: Entorhinal cortex"	"male"
"PHYHIP"	1.837695747853e-28	-1.24534578685539	0.055	0.143	6.17300378661302e-24	"Ast"	"PHYHIP"	"brain region: Entorhinal cortex"	"male"
"IL3RA"	2.10472418618885e-28	0.809336211252388	0.123	0.009	7.06997901382698e-24	"Ast"	"IL3RA"	"brain region: Entorhinal cortex"	"male"
"UMAD1"	2.33331044325179e-28	0.538556559479627	0.157	0.027	7.83782310992708e-24	"Ast"	"UMAD1"	"brain region: Entorhinal cortex"	"male"
"RP11-1000B6.3"	2.52038388712463e-28	0.496757163823745	0.16	0.028	8.46622151524035e-24	"Ast"	"RP11-1000B6.3"	"brain region: Entorhinal cortex"	"male"
"SMYD3"	2.77991500083384e-28	0.297845664128882	0.377	0.164	9.33801247930096e-24	"Ast"	"SMYD3"	"brain region: Entorhinal cortex"	"male"
"RP11-417F21.1"	2.85050775167315e-28	0.823499008763825	0.114	0.004	9.57514058864527e-24	"Ast"	"RP11-417F21.1"	"brain region: Entorhinal cortex"	"male"
"SEPT7"	3.25361829069973e-28	0.332269622743023	0.272	0.095	1.09292292002895e-23	"Ast"	"SEPT7"	"brain region: Entorhinal cortex"	"male"
"LINC01322"	3.38206310345844e-28	0.765104298458095	0.139	0.017	1.13606881708272e-23	"Ast"	"LINC01322"	"brain region: Entorhinal cortex"	"male"
"CBR4"	4.08204001749519e-28	0.702238080550445	0.169	0.034	1.37119806227681e-23	"Ast"	"CBR4"	"brain region: Entorhinal cortex"	"male"
"HIBCH"	4.57043952363675e-28	0.504482398831329	0.188	0.045	1.53525634038482e-23	"Ast"	"HIBCH"	"brain region: Entorhinal cortex"	"male"
"LINC00499"	4.79619262612915e-28	0.405462786277839	0.382	0.175	1.61108906504304e-23	"Ast"	"LINC00499"	"brain region: Entorhinal cortex"	"male"
"AFF1"	5.2874652441644e-28	0.41754513581654	0.226	0.068	1.77611245016726e-23	"Ast"	"AFF1"	"brain region: Entorhinal cortex"	"male"
"FHIT"	9.76017050026643e-28	0.297084679658502	0.391	0.174	3.2785388727445e-23	"Ast"	"FHIT"	"brain region: Entorhinal cortex"	"male"
"MARCH3"	1.36658329638187e-27	0.603066252107515	0.232	0.074	4.59048995087635e-23	"Ast"	"MARCH3"	"brain region: Entorhinal cortex"	"male"
"FAM189A2"	1.69719029352665e-27	0.476817470150945	0.313	0.127	5.70103191498536e-23	"Ast"	"FAM189A2"	"brain region: Entorhinal cortex"	"male"
"PSD3"	1.83436895380588e-27	0.217899986076422	0.409	0.186	6.16182875272934e-23	"Ast"	"PSD3"	"brain region: Entorhinal cortex"	"male"
"KANSL1L"	2.05417858273432e-27	0.61047231335255	0.179	0.042	6.90019127726284e-23	"Ast"	"KANSL1L"	"brain region: Entorhinal cortex"	"male"
"MT-ND3"	2.12658479259667e-27	-0.539550431727561	0.443	0.584	7.14341097681147e-23	"Ast"	"MT-ND3"	"brain region: Entorhinal cortex"	"male"
"LRBA"	2.55445454667707e-27	0.532180516012345	0.184	0.045	8.58066826774296e-23	"Ast"	"LRBA"	"brain region: Entorhinal cortex"	"male"
"ALCAM"	2.80746926258142e-27	0.552623403883283	0.22	0.066	9.43056999993724e-23	"Ast"	"ALCAM"	"brain region: Entorhinal cortex"	"male"
"GPR75-ASB3"	3.80096523516989e-27	0.275824427998396	0.282	0.104	1.27678223214592e-22	"Ast"	"GPR75-ASB3"	"brain region: Entorhinal cortex"	"male"
"GNG12-AS1"	3.85526971217406e-27	0.684648367760251	0.149	0.025	1.29502364901639e-22	"Ast"	"GNG12-AS1"	"brain region: Entorhinal cortex"	"male"
"PHF14"	4.03610421477379e-27	0.469340525859474	0.18	0.042	1.35576776678466e-22	"Ast"	"PHF14"	"brain region: Entorhinal cortex"	"male"
"EIF4G3"	4.90012335885485e-27	0.344473220755569	0.235	0.075	1.64600043747293e-22	"Ast"	"EIF4G3"	"brain region: Entorhinal cortex"	"male"
"SLC26A3"	5.29267687647177e-27	-0.60367375733713	0.73	0.692	1.77786308957563e-22	"Ast"	"SLC26A3"	"brain region: Entorhinal cortex"	"male"
"MAP4K4"	5.867395862242e-27	0.257177444572687	0.407	0.187	1.97091694408571e-22	"Ast"	"MAP4K4"	"brain region: Entorhinal cortex"	"male"
"PTCHD1-AS"	6.04066146007942e-27	0.332896684761669	0.333	0.14	2.02911859105528e-22	"Ast"	"PTCHD1-AS"	"brain region: Entorhinal cortex"	"male"
"PMP2"	6.56702688171927e-27	0.700252209531426	0.192	0.052	2.20592999983832e-22	"Ast"	"PMP2"	"brain region: Entorhinal cortex"	"male"
"OSBPL1A"	6.64934377056939e-27	0.46940790915351	0.194	0.051	2.23358106597196e-22	"Ast"	"OSBPL1A"	"brain region: Entorhinal cortex"	"male"
"SBF2"	7.64954037676484e-27	0.312381271903864	0.279	0.103	2.56955710795908e-22	"Ast"	"SBF2"	"brain region: Entorhinal cortex"	"male"
"PITPNC1"	7.92945627912398e-27	-0.71823684527134	0.716	0.677	2.66358365872053e-22	"Ast"	"PITPNC1"	"brain region: Entorhinal cortex"	"male"
"PCDH9"	8.7273989247707e-27	0.393034409010244	0.894	0.709	2.93162057281973e-22	"Ast"	"PCDH9"	"brain region: Entorhinal cortex"	"male"
"SOX6"	9.28132393478763e-27	0.369256997555637	0.261	0.093	3.11768952293451e-22	"Ast"	"SOX6"	"brain region: Entorhinal cortex"	"male"
"RNF13"	9.74608142320329e-27	0.673253933713642	0.134	0.017	3.27380621086822e-22	"Ast"	"RNF13"	"brain region: Entorhinal cortex"	"male"
"KANK1"	1.23377772901987e-26	0.364123579588104	0.288	0.111	4.14438276955065e-22	"Ast"	"KANK1"	"brain region: Entorhinal cortex"	"male"
"FCHSD2"	1.2722619452639e-26	0.540406799802688	0.205	0.059	4.27365510033598e-22	"Ast"	"FCHSD2"	"brain region: Entorhinal cortex"	"male"
"PARD3B"	1.35085464693669e-26	0.231065014172694	0.408	0.188	4.53765584452503e-22	"Ast"	"PARD3B"	"brain region: Entorhinal cortex"	"male"
"DBI"	1.39585004820361e-26	0.739647690449315	0.135	0.018	4.68879989692075e-22	"Ast"	"DBI"	"brain region: Entorhinal cortex"	"male"
"MVD"	1.89054586056182e-26	-1.22840108809425	0.045	0.123	6.35053260021322e-22	"Ast"	"MVD"	"brain region: Entorhinal cortex"	"male"
"MINK1"	2.07993776312687e-26	0.629985883590671	0.143	0.023	6.98671894011946e-22	"Ast"	"MINK1"	"brain region: Entorhinal cortex"	"male"
"FAM171A1"	2.08782467898964e-26	0.318833711056699	0.238	0.078	7.01321187919409e-22	"Ast"	"FAM171A1"	"brain region: Entorhinal cortex"	"male"
"HEPACAM"	2.14253358992547e-26	0.32263660046339	0.359	0.158	7.19698458191865e-22	"Ast"	"HEPACAM"	"brain region: Entorhinal cortex"	"male"
"MIR4300HG"	3.89555016650656e-26	0.513075850244838	0.231	0.077	1.30855425643122e-21	"Ast"	"MIR4300HG"	"brain region: Entorhinal cortex"	"male"
"NRP1"	4.49238276784275e-26	0.642273222252884	0.169	0.039	1.50903629554606e-21	"Ast"	"NRP1"	"brain region: Entorhinal cortex"	"male"
"GABPB1-AS1"	5.59167692497544e-26	0.699201089758699	0.133	0.018	1.8783001958685e-21	"Ast"	"GABPB1-AS1"	"brain region: Entorhinal cortex"	"male"
"NAALADL2"	6.46367968067969e-26	0.276491159960244	0.302	0.121	2.17121464153711e-21	"Ast"	"NAALADL2"	"brain region: Entorhinal cortex"	"male"
"TOM1L1"	7.77204124318403e-26	0.747642529106893	0.105	0.004	2.61070637399795e-21	"Ast"	"TOM1L1"	"brain region: Entorhinal cortex"	"male"
"HSPB1"	1.17152391008768e-25	0.596312133525576	0.26	0.099	3.93526596637553e-21	"Ast"	"HSPB1"	"brain region: Entorhinal cortex"	"male"
"IL1RAPL1"	1.26046592391054e-25	0.644062781089211	0.237	0.084	4.23403108500789e-21	"Ast"	"IL1RAPL1"	"brain region: Entorhinal cortex"	"male"
"EPHB1"	1.31337559131352e-25	0.423060514631436	0.216	0.068	4.41175994878124e-21	"Ast"	"EPHB1"	"brain region: Entorhinal cortex"	"male"
"PLP1"	1.35471667735083e-25	0.8096271760399	0.16	0.035	4.55062879088917e-21	"Ast"	"PLP1"	"brain region: Entorhinal cortex"	"male"
"CNTNAP2"	1.64935793412304e-25	0.241064676471331	0.321	0.134	5.54035823651271e-21	"Ast"	"CNTNAP2"	"brain region: Entorhinal cortex"	"male"
"MAGI1"	1.8951489983217e-25	0.35971346252497	0.26	0.096	6.36599500026243e-21	"Ast"	"MAGI1"	"brain region: Entorhinal cortex"	"male"
"LINC00486"	1.93932716795296e-25	-0.172086203611222	0.922	0.889	6.5143938898708e-21	"Ast"	"LINC00486"	"brain region: Entorhinal cortex"	"male"
"CH507-528H12.1"	1.95838158047413e-25	-1.13355018367329	0.118	0.226	6.57839956697065e-21	"Ast"	"CH507-528H12.1"	"brain region: Entorhinal cortex"	"male"
"RAD51B"	2.30975068387922e-25	0.442532929508851	0.209	0.064	7.7586835222187e-21	"Ast"	"RAD51B"	"brain region: Entorhinal cortex"	"male"
"MAN1C1"	2.33740504341516e-25	0.927389946928223	0.13	0.018	7.85157728133587e-21	"Ast"	"MAN1C1"	"brain region: Entorhinal cortex"	"male"
"LRRC16A"	2.72681131698682e-25	0.240393077792749	0.39	0.18	9.15963189489041e-21	"Ast"	"LRRC16A"	"brain region: Entorhinal cortex"	"male"
"PPM1G"	2.90296621927185e-25	0.505661167554258	0.171	0.041	9.75135382715606e-21	"Ast"	"PPM1G"	"brain region: Entorhinal cortex"	"male"
"MAP7"	3.32286179006176e-25	0.44320833920511	0.211	0.066	1.11618250389965e-20	"Ast"	"MAP7"	"brain region: Entorhinal cortex"	"male"
"SPDYE5"	3.92896024624023e-25	0.732846662448829	0.106	0.006	1.31977703631455e-20	"Ast"	"SPDYE5"	"brain region: Entorhinal cortex"	"male"
"PHACTR3"	5.01302960879338e-25	0.185706486418488	0.292	0.116	1.68392677588978e-20	"Ast"	"PHACTR3"	"brain region: Entorhinal cortex"	"male"
"MAK"	5.05204239087401e-25	0.678075665480426	0.124	0.015	1.69703155951849e-20	"Ast"	"MAK"	"brain region: Entorhinal cortex"	"male"
"TRIM9"	5.43465020608175e-25	-1.36922444625269	0.284	0.368	1.82555335072492e-20	"Ast"	"TRIM9"	"brain region: Entorhinal cortex"	"male"
"ARID5A"	7.30564522182935e-25	-1.40019883117433	0.035	0.102	2.4540392864647e-20	"Ast"	"ARID5A"	"brain region: Entorhinal cortex"	"male"
"ARFGAP1"	7.97280095502473e-25	-1.24888281721379	0.096	0.194	2.67814356880236e-20	"Ast"	"ARFGAP1"	"brain region: Entorhinal cortex"	"male"
"CIRBP"	8.76468995046328e-25	-1.27757532342599	0.23	0.332	2.94414700126012e-20	"Ast"	"CIRBP"	"brain region: Entorhinal cortex"	"male"
"EEF1A1"	1.01471094585368e-24	0.678083493092151	0.156	0.034	3.40851553821711e-20	"Ast"	"EEF1A1"	"brain region: Entorhinal cortex"	"male"
"RP11-452H21.1"	1.11958293854886e-24	0.693779886950798	0.143	0.027	3.76079104887947e-20	"Ast"	"RP11-452H21.1"	"brain region: Entorhinal cortex"	"male"
"PTPRK"	1.35237220893814e-24	0.520747752560273	0.181	0.049	4.5427534870441e-20	"Ast"	"PTPRK"	"brain region: Entorhinal cortex"	"male"
"NAIP"	1.38281975122944e-24	0.639196853061376	0.131	0.02	4.6450298263548e-20	"Ast"	"NAIP"	"brain region: Entorhinal cortex"	"male"
"RP11-131L23.1"	1.3982586454084e-24	0.642328822063821	0.129	0.019	4.69689061579134e-20	"Ast"	"RP11-131L23.1"	"brain region: Entorhinal cortex"	"male"
"DYNLL1"	1.4602535235925e-24	0.53487441268196	0.172	0.044	4.90513761109957e-20	"Ast"	"DYNLL1"	"brain region: Entorhinal cortex"	"male"
"ARHGEF3"	1.56703182012311e-24	0.512562539738064	0.183	0.051	5.26381658697553e-20	"Ast"	"ARHGEF3"	"brain region: Entorhinal cortex"	"male"
"FOXN3"	1.87843579108733e-24	0.230521784170408	0.231	0.079	6.30985366584145e-20	"Ast"	"FOXN3"	"brain region: Entorhinal cortex"	"male"
"RP11-444D3.1"	1.91122662269618e-24	0.299335264920886	0.268	0.103	6.42000134829874e-20	"Ast"	"RP11-444D3.1"	"brain region: Entorhinal cortex"	"male"
"CAMTA1"	1.9163893423045e-24	0.174395426114804	0.365	0.165	6.43734343973503e-20	"Ast"	"CAMTA1"	"brain region: Entorhinal cortex"	"male"
"ABCC9"	2.01927164334974e-24	0.711585914223612	0.116	0.012	6.78293537717611e-20	"Ast"	"ABCC9"	"brain region: Entorhinal cortex"	"male"
"ARGLU1"	2.12239061849609e-24	0.214689106471886	0.217	0.071	7.12932232659022e-20	"Ast"	"ARGLU1"	"brain region: Entorhinal cortex"	"male"
"MIDN"	2.29906414629195e-24	-1.29053685508532	0.06	0.141	7.72278637380927e-20	"Ast"	"MIDN"	"brain region: Entorhinal cortex"	"male"
"CRB2"	2.59170308783601e-24	0.519885212820045	0.162	0.038	8.70578984234996e-20	"Ast"	"CRB2"	"brain region: Entorhinal cortex"	"male"
"STAG1"	2.61276959820431e-24	0.381338660028953	0.191	0.055	8.77655435732809e-20	"Ast"	"STAG1"	"brain region: Entorhinal cortex"	"male"
"SNED1"	3.01087296092244e-24	0.567216701347619	0.165	0.04	1.01138233630346e-19	"Ast"	"SNED1"	"brain region: Entorhinal cortex"	"male"
"JUNB"	3.09589179545998e-24	0.756904765405521	0.21	0.072	1.03994101301296e-19	"Ast"	"JUNB"	"brain region: Entorhinal cortex"	"male"
"CPE"	3.40806396945876e-24	0.34283528380407	0.492	0.264	1.14480276798089e-19	"Ast"	"CPE"	"brain region: Entorhinal cortex"	"male"
"LINC01088"	3.82889040557889e-24	0.840043788733525	0.131	0.021	1.286162576138e-19	"Ast"	"LINC01088"	"brain region: Entorhinal cortex"	"male"
"WDR49"	4.06776681331922e-24	0.586377754595701	0.161	0.038	1.36640355026206e-19	"Ast"	"WDR49"	"brain region: Entorhinal cortex"	"male"
"PPFIA1"	4.29134528902771e-24	0.155926611494071	0.235	0.083	1.4415057960373e-19	"Ast"	"PPFIA1"	"brain region: Entorhinal cortex"	"male"
"MYO6"	5.60825287599436e-24	0.218255046695075	0.253	0.094	1.88386822357527e-19	"Ast"	"MYO6"	"brain region: Entorhinal cortex"	"male"
"ZNF350-AS1"	5.93658951803717e-24	0.645928967735201	0.125	0.018	1.99415978500386e-19	"Ast"	"ZNF350-AS1"	"brain region: Entorhinal cortex"	"male"
"TSPYL2"	6.05137036902336e-24	-1.31950552073243	0.048	0.122	2.03271582065864e-19	"Ast"	"TSPYL2"	"brain region: Entorhinal cortex"	"male"
"KCNMB2-AS1"	6.32989042885128e-24	0.739679761615688	0.127	0.019	2.12627349395543e-19	"Ast"	"KCNMB2-AS1"	"brain region: Entorhinal cortex"	"male"
"SOX5"	6.33140899984947e-24	0.336200053867488	0.368	0.175	2.12678359713943e-19	"Ast"	"SOX5"	"brain region: Entorhinal cortex"	"male"
"TAOK3"	6.81145914146781e-24	0.299020596091437	0.229	0.08	2.28803724021045e-19	"Ast"	"TAOK3"	"brain region: Entorhinal cortex"	"male"
"SLC44A1"	1.12338552683878e-23	0.584197225294932	0.204	0.067	3.77356432320416e-19	"Ast"	"SLC44A1"	"brain region: Entorhinal cortex"	"male"
"S100B"	1.17353519964764e-23	0.391456013925426	0.192	0.058	3.94202208913639e-19	"Ast"	"S100B"	"brain region: Entorhinal cortex"	"male"
"ZCCHC11"	1.1865403465708e-23	0.315286732798016	0.204	0.066	3.98570767816598e-19	"Ast"	"ZCCHC11"	"brain region: Entorhinal cortex"	"male"
"ELAVL1"	1.41024140783051e-23	0.326144878572071	0.227	0.08	4.73714191304345e-19	"Ast"	"ELAVL1"	"brain region: Entorhinal cortex"	"male"
"VCAN"	1.47610793447463e-23	0.390160430253568	0.157	0.036	4.95839416269375e-19	"Ast"	"VCAN"	"brain region: Entorhinal cortex"	"male"
"CPEB3"	1.55240235796097e-23	0.331774268970245	0.227	0.08	5.21467476062671e-19	"Ast"	"CPEB3"	"brain region: Entorhinal cortex"	"male"
"TBC1D5"	1.57783180442251e-23	0.288499025135358	0.273	0.11	5.30009481423566e-19	"Ast"	"TBC1D5"	"brain region: Entorhinal cortex"	"male"
"C11orf49"	1.76342809475281e-23	0.301432609121247	0.213	0.071	5.92353131308416e-19	"Ast"	"C11orf49"	"brain region: Entorhinal cortex"	"male"
"MAOB"	2.03559011235793e-23	0.5301074182437	0.165	0.042	6.83775074642152e-19	"Ast"	"MAOB"	"brain region: Entorhinal cortex"	"male"
"CLDN11"	2.11336907335408e-23	0.738422558465844	0.122	0.018	7.09901805430368e-19	"Ast"	"CLDN11"	"brain region: Entorhinal cortex"	"male"
"MAST4"	2.28127470495228e-23	0.343746426488038	0.319	0.142	7.66302986140519e-19	"Ast"	"MAST4"	"brain region: Entorhinal cortex"	"male"
"INPP4B"	2.31718266570772e-23	0.435776940555332	0.173	0.048	7.78364829237881e-19	"Ast"	"INPP4B"	"brain region: Entorhinal cortex"	"male"
"CAMK2G"	2.34984647078588e-23	0.179295044941217	0.262	0.101	7.89336928001683e-19	"Ast"	"CAMK2G"	"brain region: Entorhinal cortex"	"male"
"ARHGEF26"	2.39078797284644e-23	0.408524488229459	0.2	0.064	8.03089587958846e-19	"Ast"	"ARHGEF26"	"brain region: Entorhinal cortex"	"male"
"TTC28"	2.4952275993876e-23	0.234366662939591	0.308	0.133	8.38171902910289e-19	"Ast"	"TTC28"	"brain region: Entorhinal cortex"	"male"
"CCL2"	2.535048256512e-23	1.27016032124829	0.104	0.009	8.51548059844946e-19	"Ast"	"CCL2"	"brain region: Entorhinal cortex"	"male"
"COX7C"	2.86055760479324e-23	0.61457479049189	0.136	0.026	9.60889905026096e-19	"Ast"	"COX7C"	"brain region: Entorhinal cortex"	"male"
"ATP1A2"	2.93762959316145e-23	0.37387640693722	0.441	0.231	9.86779156638862e-19	"Ast"	"ATP1A2"	"brain region: Entorhinal cortex"	"male"
"MUM1"	3.58115152861973e-23	0.318903768937755	0.166	0.043	1.20294460997865e-18	"Ast"	"MUM1"	"brain region: Entorhinal cortex"	"male"
"TDRD3"	3.60701105461692e-23	0.331739685814603	0.185	0.054	1.21163108335637e-18	"Ast"	"TDRD3"	"brain region: Entorhinal cortex"	"male"
"DOCK4"	3.90458751345585e-23	0.194881783360829	0.543	0.287	1.31158999164495e-18	"Ast"	"DOCK4"	"brain region: Entorhinal cortex"	"male"
"C1orf56"	4.11774358170094e-23	0.698788261932487	0.108	0.01	1.38319124652916e-18	"Ast"	"C1orf56"	"brain region: Entorhinal cortex"	"male"
"EXOC4"	4.41328522763899e-23	0.2343124552807	0.268	0.107	1.48246664081621e-18	"Ast"	"EXOC4"	"brain region: Entorhinal cortex"	"male"
"ZCCHC7"	5.12071417534046e-23	0.363119836121925	0.175	0.049	1.72009909863861e-18	"Ast"	"ZCCHC7"	"brain region: Entorhinal cortex"	"male"
"RUNX1"	6.24873440750779e-23	0.622231840884732	0.128	0.022	2.09901237482594e-18	"Ast"	"RUNX1"	"brain region: Entorhinal cortex"	"male"
"UTRN"	6.89944871020145e-23	0.366371205349761	0.172	0.048	2.31759381624377e-18	"Ast"	"UTRN"	"brain region: Entorhinal cortex"	"male"
"GOLIM4"	6.93782771652857e-23	0.505535297128229	0.166	0.045	2.33048570825911e-18	"Ast"	"GOLIM4"	"brain region: Entorhinal cortex"	"male"
"HILPDA"	7.13246804342855e-23	1.04632201709359	0.107	0.011	2.39586734046809e-18	"Ast"	"HILPDA"	"brain region: Entorhinal cortex"	"male"
"LTBP1"	8.85612028582862e-23	0.45368752363247	0.188	0.058	2.97485936521269e-18	"Ast"	"LTBP1"	"brain region: Entorhinal cortex"	"male"
"LRRC7"	9.48882219354731e-23	0.398160860359583	0.172	0.048	3.18739026303448e-18	"Ast"	"LRRC7"	"brain region: Entorhinal cortex"	"male"
"PBX1"	1.14447320362558e-22	0.203362612231785	0.265	0.106	3.84439993829868e-18	"Ast"	"PBX1"	"brain region: Entorhinal cortex"	"male"
"MYEOV2"	1.26306545210278e-22	0.688502056520154	0.118	0.017	4.24276316015845e-18	"Ast"	"MYEOV2"	"brain region: Entorhinal cortex"	"male"
"GPRC5B"	1.6006393152145e-22	0.369899237603182	0.297	0.13	5.37670752373704e-18	"Ast"	"GPRC5B"	"brain region: Entorhinal cortex"	"male"
"LGR4"	1.70689635636099e-22	0.379672081675767	0.201	0.067	5.73363555065219e-18	"Ast"	"LGR4"	"brain region: Entorhinal cortex"	"male"
"ST6GAL1"	2.0098117158337e-22	0.75608910033265	0.109	0.012	6.751158534657e-18	"Ast"	"ST6GAL1"	"brain region: Entorhinal cortex"	"male"
"LIFR"	2.53544693785884e-22	0.238090578555995	0.265	0.107	8.51681980896162e-18	"Ast"	"LIFR"	"brain region: Entorhinal cortex"	"male"
"EPC1"	2.58558357945044e-22	0.295369723428802	0.187	0.058	8.68523380173198e-18	"Ast"	"EPC1"	"brain region: Entorhinal cortex"	"male"
"MARK3"	2.60306995683903e-22	0.196916265637748	0.273	0.112	8.74397229201798e-18	"Ast"	"MARK3"	"brain region: Entorhinal cortex"	"male"
"NIN"	2.7954513238235e-22	0.400860900179313	0.154	0.038	9.39020054185551e-18	"Ast"	"NIN"	"brain region: Entorhinal cortex"	"male"
"TMEM144"	2.82494613961208e-22	0.543380523255191	0.138	0.029	9.48927657757095e-18	"Ast"	"TMEM144"	"brain region: Entorhinal cortex"	"male"
"LINC00299"	3.37515850622826e-22	0.279777712799283	0.2	0.067	1.13374949382714e-17	"Ast"	"LINC00299"	"brain region: Entorhinal cortex"	"male"
"FGFR2"	3.47198068281211e-22	0.374586947830705	0.219	0.079	1.16627303116342e-17	"Ast"	"FGFR2"	"brain region: Entorhinal cortex"	"male"
"NRGN"	3.68855636440852e-22	-1.16635245352788	0.048	0.121	1.23902296836846e-17	"Ast"	"NRGN"	"brain region: Entorhinal cortex"	"male"
"INTS1"	3.927349848084e-22	-1.25493360913614	0.049	0.121	1.3192360874699e-17	"Ast"	"INTS1"	"brain region: Entorhinal cortex"	"male"
"RP11-627D16.1"	5.43256998682993e-22	0.536836346068683	0.13	0.025	1.82485458427604e-17	"Ast"	"RP11-627D16.1"	"brain region: Entorhinal cortex"	"male"
"ASPH"	5.79629366270789e-22	0.106844571798939	0.324	0.145	1.94703300424021e-17	"Ast"	"ASPH"	"brain region: Entorhinal cortex"	"male"
"PSD2"	5.832237895467e-22	0.468536643718485	0.157	0.041	1.95910703146632e-17	"Ast"	"PSD2"	"brain region: Entorhinal cortex"	"male"
"CEP112"	6.18967198774683e-22	0.503654909604902	0.145	0.033	2.07917271740404e-17	"Ast"	"CEP112"	"brain region: Entorhinal cortex"	"male"
"IGF1R"	6.34455943065843e-22	0.31684051850177	0.196	0.065	2.13120095835247e-17	"Ast"	"IGF1R"	"brain region: Entorhinal cortex"	"male"
"PTPRO"	6.52113118748399e-22	0.562473567267527	0.122	0.021	2.19051317718775e-17	"Ast"	"PTPRO"	"brain region: Entorhinal cortex"	"male"
"LRIG1"	6.52427953240308e-22	0.22698407144896	0.322	0.147	2.19157073772952e-17	"Ast"	"LRIG1"	"brain region: Entorhinal cortex"	"male"
"DPH6-AS1"	6.59080845832145e-22	0.626776495923117	0.124	0.022	2.21391846923476e-17	"Ast"	"DPH6-AS1"	"brain region: Entorhinal cortex"	"male"
"NR2F1-AS1"	6.65021642050584e-22	0.260117867576274	0.182	0.055	2.23387419781212e-17	"Ast"	"NR2F1-AS1"	"brain region: Entorhinal cortex"	"male"
"CA8"	6.87465790736494e-22	0.549882813994231	0.129	0.025	2.30926633766296e-17	"Ast"	"CA8"	"brain region: Entorhinal cortex"	"male"
"SCRG1"	7.67138547053545e-22	0.557777047518759	0.11	0.014	2.57689509340756e-17	"Ast"	"SCRG1"	"brain region: Entorhinal cortex"	"male"
"RP11-776H12.1"	8.27592006220993e-22	0.48226488005045	0.176	0.053	2.77996430809694e-17	"Ast"	"RP11-776H12.1"	"brain region: Entorhinal cortex"	"male"
"SETD5"	9.18694974081306e-22	0.337801952024955	0.222	0.082	3.08598828743652e-17	"Ast"	"SETD5"	"brain region: Entorhinal cortex"	"male"
"VPS13A"	9.26315192503136e-22	0.594782083357381	0.14	0.031	3.11158536313729e-17	"Ast"	"VPS13A"	"brain region: Entorhinal cortex"	"male"
"RIN2"	9.52439551955735e-22	0.255344174530578	0.203	0.069	3.19933969897451e-17	"Ast"	"RIN2"	"brain region: Entorhinal cortex"	"male"
"DDIT4"	9.5893228663167e-22	0.599868375736743	0.142	0.032	3.22114944402444e-17	"Ast"	"DDIT4"	"brain region: Entorhinal cortex"	"male"
"LINC00693"	1.13404278022137e-21	0.485623305598362	0.174	0.052	3.80936310304161e-17	"Ast"	"LINC00693"	"brain region: Entorhinal cortex"	"male"
