"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"	"region"
"ACOT11"	1.16870723680932e-13	0.695710343568967	0.384	0.123	1.25799646970156e-09	"Ast"	"ACOT11"	"AD"	"Entorhinal Cortex"
"CRB1"	1.24461828386657e-13	0.716771368327976	0.465	0.173	1.33970712075398e-09	"Ast"	"CRB1"	"AD"	"Entorhinal Cortex"
"TNC"	1.45773395117072e-13	0.888805211092023	0.265	0.063	1.56910482504016e-09	"Ast"	"TNC"	"AD"	"Entorhinal Cortex"
"EDIL3"	1.58199391294292e-13	-1.80897531041377	0.143	0.38	1.70285824789176e-09	"Ast"	"EDIL3"	"AD"	"Entorhinal Cortex"
"LPIN1"	1.94526764230883e-13	0.75859206730041	0.392	0.132	2.09388609018122e-09	"Ast"	"LPIN1"	"AD"	"Entorhinal Cortex"
"TPST1"	2.13806617922152e-13	0.728634878148816	0.441	0.163	2.30141443531404e-09	"Ast"	"TPST1"	"AD"	"Entorhinal Cortex"
"SENP6"	2.43050558617887e-13	0.889929371158287	0.306	0.086	2.61619621296293e-09	"Ast"	"SENP6"	"AD"	"Entorhinal Cortex"
"AHNAK"	3.0687017914985e-13	0.644724541422161	0.416	0.148	3.30315060836898e-09	"Ast"	"AHNAK"	"AD"	"Entorhinal Cortex"
"RABGAP1"	3.07517812802608e-13	0.653393356724322	0.343	0.104	3.31012173700728e-09	"Ast"	"RABGAP1"	"AD"	"Entorhinal Cortex"
"APC"	3.12761285984388e-13	0.57411948004278	0.514	0.207	3.36656248233595e-09	"Ast"	"APC"	"AD"	"Entorhinal Cortex"
"MARC2"	3.4441369530932e-13	0.848885024536316	0.163	0.019	3.70726901630953e-09	"Ast"	"MARC2"	"AD"	"Entorhinal Cortex"
"INF2"	3.93499986975636e-13	-1.93852681076807	0.029	0.238	4.23563385980575e-09	"Ast"	"INF2"	"AD"	"Entorhinal Cortex"
"HSPB8"	4.08598456237157e-13	1.03361967772676	0.29	0.079	4.39815378293676e-09	"Ast"	"HSPB8"	"AD"	"Entorhinal Cortex"
"AQP4"	4.19907750044546e-13	0.644834125931906	0.796	0.426	4.51988702147949e-09	"Ast"	"AQP4"	"AD"	"Entorhinal Cortex"
"TMTC2"	4.87625962757958e-13	0.642161168939023	0.563	0.248	5.24880586312666e-09	"Ast"	"TMTC2"	"AD"	"Entorhinal Cortex"
"KIAA1328"	5.30772286059029e-13	0.78867995447208	0.261	0.065	5.71323288713939e-09	"Ast"	"KIAA1328"	"AD"	"Entorhinal Cortex"
"GON4L"	5.52944245749416e-13	0.827828376249025	0.216	0.042	5.95189186124672e-09	"Ast"	"GON4L"	"AD"	"Entorhinal Cortex"
"APLP1"	5.56475626106745e-13	-1.98335265547477	0.11	0.334	5.989903639413e-09	"Ast"	"APLP1"	"AD"	"Entorhinal Cortex"
"CYSTM1"	5.67408271055963e-13	0.751211807530724	0.241	0.054	6.10758262964639e-09	"Ast"	"CYSTM1"	"AD"	"Entorhinal Cortex"
"COL21A1"	6.01144717111862e-13	0.762213734515248	0.363	0.117	6.47072173499208e-09	"Ast"	"COL21A1"	"AD"	"Entorhinal Cortex"
"MACROD2"	6.2503568005387e-13	0.917641709630593	0.441	0.177	6.72788406009986e-09	"Ast"	"MACROD2"	"AD"	"Entorhinal Cortex"
"SLC16A9"	6.38084828679772e-13	0.723402866562613	0.294	0.081	6.86834509590907e-09	"Ast"	"SLC16A9"	"AD"	"Entorhinal Cortex"
"SECISBP2"	6.46446519352073e-13	0.692692327948988	0.18	0.025	6.95835033430571e-09	"Ast"	"SECISBP2"	"AD"	"Entorhinal Cortex"
"SYTL4"	6.48850389888091e-13	0.811506745477453	0.265	0.067	6.98422559675541e-09	"Ast"	"SYTL4"	"AD"	"Entorhinal Cortex"
"GMPR"	6.57940562116144e-13	0.805008411972006	0.278	0.071	7.08207221061818e-09	"Ast"	"GMPR"	"AD"	"Entorhinal Cortex"
"MIR99AHG"	6.60157768491061e-13	0.436286427552543	0.914	0.572	7.10593822003778e-09	"Ast"	"MIR99AHG"	"AD"	"Entorhinal Cortex"
"RGS22"	6.86305510512318e-13	0.764759373535072	0.151	0.015	7.38739251515459e-09	"Ast"	"RGS22"	"AD"	"Entorhinal Cortex"
"FAM182B"	7.39009104133439e-13	0.53331198879956	0.437	0.154	7.95469399689234e-09	"Ast"	"FAM182B"	"AD"	"Entorhinal Cortex"
"GRIK4"	7.66955521294202e-13	0.787198700308523	0.208	0.038	8.25550923121079e-09	"Ast"	"GRIK4"	"AD"	"Entorhinal Cortex"
"PTPN7"	8.02350866457547e-13	0.807295171788857	0.118	0.004	8.63650472654903e-09	"Ast"	"PTPN7"	"AD"	"Entorhinal Cortex"
"CEP78"	8.16512941732476e-13	0.736555370412396	0.139	0.01	8.78894530480837e-09	"Ast"	"CEP78"	"AD"	"Entorhinal Cortex"
"RBM25"	8.25356636412686e-13	0.736948452879788	0.343	0.111	8.88413883434615e-09	"Ast"	"RBM25"	"AD"	"Entorhinal Cortex"
"PRKAG2"	8.52218189741374e-13	0.860214312477092	0.192	0.031	9.17327659437615e-09	"Ast"	"PRKAG2"	"AD"	"Entorhinal Cortex"
"CA5B"	9.01494156086463e-13	0.82483802374119	0.155	0.017	9.70368309611469e-09	"Ast"	"CA5B"	"AD"	"Entorhinal Cortex"
"THOC2"	9.18941529540788e-13	0.70935764007756	0.29	0.077	9.89148662397704e-09	"Ast"	"THOC2"	"AD"	"Entorhinal Cortex"
"SERGEF"	9.47413535479369e-13	0.696445740398272	0.212	0.04	1.01979592958999e-08	"Ast"	"SERGEF"	"AD"	"Entorhinal Cortex"
"MAP3K5"	9.67293274671078e-13	0.661010237109073	0.473	0.19	1.04119448085595e-08	"Ast"	"MAP3K5"	"AD"	"Entorhinal Cortex"
"ID1"	9.81062782947613e-13	0.909775260043987	0.192	0.031	1.05601597956481e-08	"Ast"	"ID1"	"AD"	"Entorhinal Cortex"
"FAM184A"	1.09313126569797e-12	0.742149662847104	0.31	0.092	1.1766464943973e-08	"Ast"	"FAM184A"	"AD"	"Entorhinal Cortex"
"KIF1B"	1.12573094062956e-12	0.549019782248816	0.694	0.353	1.21173678449365e-08	"Ast"	"KIF1B"	"AD"	"Entorhinal Cortex"
"HGSNAT"	1.12862748519327e-12	0.931490720957336	0.184	0.029	1.21485462506203e-08	"Ast"	"HGSNAT"	"AD"	"Entorhinal Cortex"
"RP11-514P8.6"	1.21544896693074e-12	0.612158007986898	0.31	0.09	1.30830926800424e-08	"Ast"	"RP11-514P8.6"	"AD"	"Entorhinal Cortex"
"MAGI1"	1.61451606921356e-12	0.525873710132131	0.437	0.165	1.73786509690148e-08	"Ast"	"MAGI1"	"AD"	"Entorhinal Cortex"
"POU2F1"	1.68552052597206e-12	0.727780764802718	0.38	0.129	1.81429429415633e-08	"Ast"	"POU2F1"	"AD"	"Entorhinal Cortex"
"ADAMTS9-AS2"	1.80146919823597e-12	0.825717657994362	0.322	0.1	1.93910144498119e-08	"Ast"	"ADAMTS9-AS2"	"AD"	"Entorhinal Cortex"
"KIF9-AS1"	1.8351294655222e-12	1.09009951387559	0.188	0.033	1.97533335668809e-08	"Ast"	"KIF9-AS1"	"AD"	"Entorhinal Cortex"
"SEPW1"	1.84999498616518e-12	-1.68411291607924	0.176	0.395	1.99133460310821e-08	"Ast"	"SEPW1"	"AD"	"Entorhinal Cortex"
"RP11-319G6.1"	1.86659788472116e-12	0.719645909721819	0.249	0.058	2.00920596311386e-08	"Ast"	"RP11-319G6.1"	"AD"	"Entorhinal Cortex"
"LINC00271"	2.04478883408635e-12	0.787592561763951	0.192	0.033	2.20101070101055e-08	"Ast"	"LINC00271"	"AD"	"Entorhinal Cortex"
"VIM"	2.09493374953479e-12	0.652737120728885	0.359	0.119	2.25498668799924e-08	"Ast"	"VIM"	"AD"	"Entorhinal Cortex"
"CD44"	2.39877510232091e-12	0.991170148537351	0.371	0.134	2.58204152013822e-08	"Ast"	"CD44"	"AD"	"Entorhinal Cortex"
"RP11-983P16.4"	3.16304673949023e-12	0.809413662890495	0.127	0.008	3.40470351038728e-08	"Ast"	"RP11-983P16.4"	"AD"	"Entorhinal Cortex"
"TMEM161B-AS1"	3.20685058561363e-12	0.509919378524128	0.567	0.255	3.45185397035451e-08	"Ast"	"TMEM161B-AS1"	"AD"	"Entorhinal Cortex"
"DYNC2H1"	3.76519885542012e-12	0.619410533762896	0.269	0.073	4.05286004797422e-08	"Ast"	"DYNC2H1"	"AD"	"Entorhinal Cortex"
"SLC35E3"	3.80682983667761e-12	0.50799550860505	0.171	0.025	4.09767163619978e-08	"Ast"	"SLC35E3"	"AD"	"Entorhinal Cortex"
"DTNA"	3.86561665561774e-12	0.482699151264799	0.963	0.764	4.16094976810694e-08	"Ast"	"DTNA"	"AD"	"Entorhinal Cortex"
"LMNTD1"	3.96149716078662e-12	0.761574089054493	0.2	0.038	4.26415554387071e-08	"Ast"	"LMNTD1"	"AD"	"Entorhinal Cortex"
"RNF115"	4.13171012291595e-12	0.517027587738571	0.355	0.117	4.44737277630672e-08	"Ast"	"RNF115"	"AD"	"Entorhinal Cortex"
"CEP57"	4.41756577910183e-12	0.677426303824743	0.196	0.035	4.75506780462521e-08	"Ast"	"CEP57"	"AD"	"Entorhinal Cortex"
"MOK"	4.6846934693815e-12	0.706388283312791	0.204	0.04	5.04260405044224e-08	"Ast"	"MOK"	"AD"	"Entorhinal Cortex"
"LMCD1-AS1"	4.7160129912757e-12	0.485316878683739	0.4	0.146	5.07631638380916e-08	"Ast"	"LMCD1-AS1"	"AD"	"Entorhinal Cortex"
"OSBPL11"	4.74318716376732e-12	0.630228567211218	0.371	0.129	5.10556666307914e-08	"Ast"	"OSBPL11"	"AD"	"Entorhinal Cortex"
"MYO6"	4.76371804717564e-12	0.49360414285139	0.469	0.18	5.12766610597985e-08	"Ast"	"MYO6"	"AD"	"Entorhinal Cortex"
"STAG1"	5.26190103366866e-12	0.63055641992729	0.343	0.113	5.66391027264095e-08	"Ast"	"STAG1"	"AD"	"Entorhinal Cortex"
"GMDS-AS1"	5.33782611919998e-12	0.769680692808732	0.31	0.096	5.74563603470686e-08	"Ast"	"GMDS-AS1"	"AD"	"Entorhinal Cortex"
"AC002117.1"	5.42025723513787e-12	0.727354978732682	0.131	0.01	5.83436488790241e-08	"Ast"	"AC002117.1"	"AD"	"Entorhinal Cortex"
"SLC25A48"	5.77431524499325e-12	0.712346113807772	0.147	0.017	6.21547292971074e-08	"Ast"	"SLC25A48"	"AD"	"Entorhinal Cortex"
"MSRA"	6.01068904537747e-12	0.608946861150847	0.371	0.132	6.46990568844431e-08	"Ast"	"MSRA"	"AD"	"Entorhinal Cortex"
"OPHN1"	6.24476003367979e-12	0.576471067070097	0.567	0.257	6.72185970025293e-08	"Ast"	"OPHN1"	"AD"	"Entorhinal Cortex"
"DHX29"	6.56591005974974e-12	0.755013776576511	0.192	0.035	7.06754558831462e-08	"Ast"	"DHX29"	"AD"	"Entorhinal Cortex"
"NEBL"	7.74681460417586e-12	0.539278986114496	0.878	0.524	8.33867123993489e-08	"Ast"	"NEBL"	"AD"	"Entorhinal Cortex"
"EFCAB2"	8.38467447213893e-12	0.754612141724663	0.233	0.054	9.02526360181034e-08	"Ast"	"EFCAB2"	"AD"	"Entorhinal Cortex"
"HMGCLL1"	8.61236675601705e-12	0.685869444582173	0.147	0.017	9.27035157617676e-08	"Ast"	"HMGCLL1"	"AD"	"Entorhinal Cortex"
"LAMA4"	9.34776389135348e-12	0.921209313833129	0.18	0.031	1.00619330526529e-07	"Ast"	"LAMA4"	"AD"	"Entorhinal Cortex"
"PFKFB2"	9.92982811305337e-12	0.803358865777871	0.176	0.029	1.06884669808906e-07	"Ast"	"PFKFB2"	"AD"	"Entorhinal Cortex"
"OLIG1"	1.00958879595234e-11	-1.80061213864832	0.016	0.198	1.08672137996309e-07	"Ast"	"OLIG1"	"AD"	"Entorhinal Cortex"
"SCAPER"	1.13796282368697e-11	0.525393500684738	0.388	0.138	1.22490318341666e-07	"Ast"	"SCAPER"	"AD"	"Entorhinal Cortex"
"PSMD5-AS1"	1.20518618862788e-11	0.752101918243001	0.114	0.006	1.29726241343905e-07	"Ast"	"PSMD5-AS1"	"AD"	"Entorhinal Cortex"
"MOBP"	1.21141658272475e-11	-1.91648277542976	0.057	0.255	1.30396880964492e-07	"Ast"	"MOBP"	"AD"	"Entorhinal Cortex"
"EGFR"	1.25515936574823e-11	0.728208436518365	0.265	0.073	1.35105354129139e-07	"Ast"	"EGFR"	"AD"	"Entorhinal Cortex"
"CSPP1"	1.50790223160916e-11	0.689490010673398	0.282	0.084	1.6231059621041e-07	"Ast"	"CSPP1"	"AD"	"Entorhinal Cortex"
"ADAMTS17"	1.58120226653645e-11	0.779096116284341	0.188	0.035	1.70200611969983e-07	"Ast"	"ADAMTS17"	"AD"	"Entorhinal Cortex"
"PDE8A"	1.63453207992658e-11	0.648728762780981	0.347	0.119	1.75941033083297e-07	"Ast"	"PDE8A"	"AD"	"Entorhinal Cortex"
"NTNG1"	1.65607803102712e-11	0.946931409029483	0.167	0.027	1.78260239259759e-07	"Ast"	"NTNG1"	"AD"	"Entorhinal Cortex"
"ABHD18"	1.67619506929567e-11	0.78088582720251	0.22	0.052	1.80425637258986e-07	"Ast"	"ABHD18"	"AD"	"Entorhinal Cortex"
"NSUN2"	1.71811605412503e-11	0.596628147748615	0.155	0.021	1.84938012066018e-07	"Ast"	"NSUN2"	"AD"	"Entorhinal Cortex"
"SPP1"	1.81932205767706e-11	-1.6249864677237	0.298	0.47	1.95831826288359e-07	"Ast"	"SPP1"	"AD"	"Entorhinal Cortex"
"STX8"	1.94217123756078e-11	0.673637601019754	0.278	0.081	2.09055312011042e-07	"Ast"	"STX8"	"AD"	"Entorhinal Cortex"
"TRIM33"	1.95329108823741e-11	0.829445863794571	0.224	0.054	2.10252252737875e-07	"Ast"	"TRIM33"	"AD"	"Entorhinal Cortex"
"ACTB"	2.09564996008779e-11	-1.46413177699782	0.257	0.453	2.2557576170385e-07	"Ast"	"ACTB"	"AD"	"Entorhinal Cortex"
"ALOX12-AS1"	2.40238405832923e-11	0.547699179380185	0.216	0.048	2.58592620038558e-07	"Ast"	"ALOX12-AS1"	"AD"	"Entorhinal Cortex"
"TESK2"	2.40250560184571e-11	0.643199094484256	0.29	0.088	2.58605702982672e-07	"Ast"	"TESK2"	"AD"	"Entorhinal Cortex"
"ZRANB2"	2.44696052932993e-11	0.712461730485119	0.282	0.084	2.63390831377074e-07	"Ast"	"ZRANB2"	"AD"	"Entorhinal Cortex"
"DAAM2"	2.65161993593481e-11	0.405920566080252	0.445	0.173	2.85420369904023e-07	"Ast"	"DAAM2"	"AD"	"Entorhinal Cortex"
"HIF3A"	2.6859734420619e-11	0.569627291672534	0.853	0.543	2.89118181303543e-07	"Ast"	"HIF3A"	"AD"	"Entorhinal Cortex"
"MPHOSPH9"	2.87653429874049e-11	0.555413585196217	0.212	0.046	3.09630151916426e-07	"Ast"	"MPHOSPH9"	"AD"	"Entorhinal Cortex"
"ST5"	3.0079015544237e-11	0.493783523148952	0.237	0.058	3.23770523318167e-07	"Ast"	"ST5"	"AD"	"Entorhinal Cortex"
"PHKG1"	3.20736237556461e-11	0.78426649345041	0.151	0.021	3.45240486105775e-07	"Ast"	"PHKG1"	"AD"	"Entorhinal Cortex"
"LINC01184"	3.21984484520721e-11	0.702887633550112	0.171	0.029	3.46584099138104e-07	"Ast"	"LINC01184"	"AD"	"Entorhinal Cortex"
"CWF19L2"	3.43209737729846e-11	0.809013775130108	0.229	0.058	3.69430961692406e-07	"Ast"	"CWF19L2"	"AD"	"Entorhinal Cortex"
"DANT2"	3.53459812995498e-11	0.652246258420516	0.327	0.111	3.80464142708354e-07	"Ast"	"DANT2"	"AD"	"Entorhinal Cortex"
"PRNP"	3.61111278073676e-11	-1.56479856510512	0.184	0.384	3.88700179718505e-07	"Ast"	"PRNP"	"AD"	"Entorhinal Cortex"
"ARIH1"	3.65506472590416e-11	0.537037543381336	0.298	0.092	3.93431167096323e-07	"Ast"	"ARIH1"	"AD"	"Entorhinal Cortex"
"STON2"	3.71749828085921e-11	0.548530796637098	0.433	0.18	4.00151514951685e-07	"Ast"	"STON2"	"AD"	"Entorhinal Cortex"
"RP11-284M14.1"	3.88271616765259e-11	0.664807598512147	0.249	0.067	4.17935568286125e-07	"Ast"	"RP11-284M14.1"	"AD"	"Entorhinal Cortex"
"RANGAP1"	4.10491953140056e-11	-1.67284473786173	0.033	0.217	4.41853538359956e-07	"Ast"	"RANGAP1"	"AD"	"Entorhinal Cortex"
"GADD45B"	4.48746614970352e-11	1.00623621648316	0.2	0.046	4.83030856354087e-07	"Ast"	"GADD45B"	"AD"	"Entorhinal Cortex"
"DYNLL1"	4.74699642284914e-11	-1.62059580627855	0.159	0.361	5.10966694955481e-07	"Ast"	"DYNLL1"	"AD"	"Entorhinal Cortex"
"GTF2IRD1"	4.91538846118959e-11	0.694185141676588	0.18	0.033	5.29092413962447e-07	"Ast"	"GTF2IRD1"	"AD"	"Entorhinal Cortex"
"FRMPD3"	5.13882988577982e-11	0.778394798460484	0.102	0.004	5.53143648905339e-07	"Ast"	"FRMPD3"	"AD"	"Entorhinal Cortex"
"CDHR3"	5.3135532237236e-11	0.59323137002034	0.322	0.106	5.71950869001609e-07	"Ast"	"CDHR3"	"AD"	"Entorhinal Cortex"
"STAT3"	5.354953374738e-11	0.669965069050168	0.282	0.086	5.76407181256798e-07	"Ast"	"STAT3"	"AD"	"Entorhinal Cortex"
"ANKFN1"	5.53812957078898e-11	0.781498815431625	0.216	0.052	5.96124266999725e-07	"Ast"	"ANKFN1"	"AD"	"Entorhinal Cortex"
"DDIT4"	5.86146554862426e-11	0.914910309396293	0.465	0.219	6.30928151653915e-07	"Ast"	"DDIT4"	"AD"	"Entorhinal Cortex"
"ENSA"	5.97728575455037e-11	0.691376767329666	0.257	0.073	6.43395038619802e-07	"Ast"	"ENSA"	"AD"	"Entorhinal Cortex"
"LUC7L"	6.57907895820016e-11	0.722546801004584	0.253	0.071	7.08172059060665e-07	"Ast"	"LUC7L"	"AD"	"Entorhinal Cortex"
"CASK"	6.9677515906321e-11	0.656068409336963	0.253	0.071	7.50008781215639e-07	"Ast"	"CASK"	"AD"	"Entorhinal Cortex"
"LINC-PINT"	7.09841683488884e-11	0.391551789449075	0.576	0.273	7.64073588107435e-07	"Ast"	"LINC-PINT"	"AD"	"Entorhinal Cortex"
"WBP2NL"	7.33740140521717e-11	0.669492664052945	0.192	0.04	7.89797887257576e-07	"Ast"	"WBP2NL"	"AD"	"Entorhinal Cortex"
"JARID2"	7.62566621736205e-11	0.621258889815639	0.339	0.119	8.20826711636851e-07	"Ast"	"JARID2"	"AD"	"Entorhinal Cortex"
"PTPRA"	7.85604240166296e-11	0.384574769608788	0.351	0.123	8.45624404115001e-07	"Ast"	"PTPRA"	"AD"	"Entorhinal Cortex"
"SOS2"	8.0177540638769e-11	0.639322400356253	0.2	0.044	8.6303104743571e-07	"Ast"	"SOS2"	"AD"	"Entorhinal Cortex"
"TTLL5"	8.12600102477015e-11	0.837178305771191	0.188	0.04	8.74682750306258e-07	"Ast"	"TTLL5"	"AD"	"Entorhinal Cortex"
"CHD2"	8.4700161444687e-11	0.642417478600864	0.302	0.098	9.11712537790611e-07	"Ast"	"CHD2"	"AD"	"Entorhinal Cortex"
"RP11-371F15.3"	8.70810905307064e-11	0.822923819309109	0.151	0.023	9.37340858472524e-07	"Ast"	"RP11-371F15.3"	"AD"	"Entorhinal Cortex"
"ALDH7A1"	8.93282971383486e-11	0.656181622339002	0.257	0.073	9.61529790397185e-07	"Ast"	"ALDH7A1"	"AD"	"Entorhinal Cortex"
"ADCY8"	9.00949093770056e-11	0.408794283628707	0.4	0.15	9.69781604534088e-07	"Ast"	"ADCY8"	"AD"	"Entorhinal Cortex"
"CNP"	9.15100122402727e-11	-1.7410452261265	0.114	0.309	9.85013771754296e-07	"Ast"	"CNP"	"AD"	"Entorhinal Cortex"
"LONP2"	9.21288340421413e-11	0.584240503501798	0.314	0.104	9.91674769629609e-07	"Ast"	"LONP2"	"AD"	"Entorhinal Cortex"
"INPP4B"	9.33634898096564e-11	0.548507234733346	0.29	0.092	1.00496460431114e-06	"Ast"	"INPP4B"	"AD"	"Entorhinal Cortex"
"N4BP2L2"	9.73664578632296e-11	0.420220055152231	0.637	0.307	1.0480525524398e-06	"Ast"	"N4BP2L2"	"AD"	"Entorhinal Cortex"
"WASH1"	9.92332776072591e-11	-1.62054468900661	0.114	0.313	1.06814700016454e-06	"Ast"	"WASH1"	"AD"	"Entorhinal Cortex"
"SLC13A3"	1.01522175695524e-10	0.745306885210822	0.237	0.065	1.09278469918663e-06	"Ast"	"SLC13A3"	"AD"	"Entorhinal Cortex"
"AC009120.4"	1.0173189799498e-10	0.729892000796516	0.147	0.021	1.09504215001796e-06	"Ast"	"AC009120.4"	"AD"	"Entorhinal Cortex"
"MAPK8"	1.13668738986836e-10	0.766126592450595	0.224	0.058	1.2235303064543e-06	"Ast"	"MAPK8"	"AD"	"Entorhinal Cortex"
"ADGRA3"	1.14108940816987e-10	0.606259882485031	0.306	0.1	1.22826863895404e-06	"Ast"	"ADGRA3"	"AD"	"Entorhinal Cortex"
"NRG3"	1.15576441789612e-10	0.416778835179908	0.971	0.808	1.24406481942338e-06	"Ast"	"NRG3"	"AD"	"Entorhinal Cortex"
"MAST4"	1.33649046575095e-10	0.449341836119503	0.441	0.175	1.43859833733432e-06	"Ast"	"MAST4"	"AD"	"Entorhinal Cortex"
"NEK11"	1.34705802804545e-10	0.630590516592974	0.233	0.063	1.44997326138813e-06	"Ast"	"NEK11"	"AD"	"Entorhinal Cortex"
"MT-ND1"	1.38157510344216e-10	-1.60926368393231	0.167	0.367	1.48712744134514e-06	"Ast"	"MT-ND1"	"AD"	"Entorhinal Cortex"
"CNIH3"	1.49594135735787e-10	0.627472946763805	0.163	0.029	1.61023127706001e-06	"Ast"	"CNIH3"	"AD"	"Entorhinal Cortex"
"CAPN2"	1.6649082596321e-10	0.650312536891434	0.294	0.096	1.79210725066799e-06	"Ast"	"CAPN2"	"AD"	"Entorhinal Cortex"
"ATRX"	1.68343795355767e-10	0.513595736292219	0.343	0.123	1.81205261320947e-06	"Ast"	"ATRX"	"AD"	"Entorhinal Cortex"
"SPTAN1"	1.7121123218671e-10	0.63191720905554	0.4	0.165	1.84291770325775e-06	"Ast"	"SPTAN1"	"AD"	"Entorhinal Cortex"
"FBXW11"	1.73724197545743e-10	0.505842417765155	0.196	0.044	1.86996726238237e-06	"Ast"	"FBXW11"	"AD"	"Entorhinal Cortex"
"LTBP1"	1.75686326215107e-10	0.669970458103201	0.282	0.09	1.89108761537941e-06	"Ast"	"LTBP1"	"AD"	"Entorhinal Cortex"
"TEX9"	1.76822234852723e-10	0.684801740391754	0.163	0.029	1.90331453595471e-06	"Ast"	"TEX9"	"AD"	"Entorhinal Cortex"
"ADRA1A"	1.77328570012894e-10	0.623538611199498	0.29	0.096	1.90876472761879e-06	"Ast"	"ADRA1A"	"AD"	"Entorhinal Cortex"
"LINC01572"	1.83119469765991e-10	0.603057958736435	0.11	0.008	1.97109797256113e-06	"Ast"	"LINC01572"	"AD"	"Entorhinal Cortex"
"GLMN"	1.83431750270077e-10	0.636160754733958	0.122	0.013	1.97445935990711e-06	"Ast"	"GLMN"	"AD"	"Entorhinal Cortex"
"PCCA"	1.93892406120456e-10	0.606399046807859	0.302	0.104	2.08705785948058e-06	"Ast"	"PCCA"	"AD"	"Entorhinal Cortex"
"SNX29"	2.04992863630996e-10	0.483388502134576	0.229	0.061	2.20654318412404e-06	"Ast"	"SNX29"	"AD"	"Entorhinal Cortex"
"AEBP1"	2.11136242354616e-10	-1.57465115900368	0.265	0.443	2.27267051270509e-06	"Ast"	"AEBP1"	"AD"	"Entorhinal Cortex"
"FAM85B"	2.19648433553242e-10	0.742004470383229	0.127	0.015	2.3642957387671e-06	"Ast"	"FAM85B"	"AD"	"Entorhinal Cortex"
"STK33"	2.19754628770683e-10	0.56620393552682	0.245	0.069	2.36543882408763e-06	"Ast"	"STK33"	"AD"	"Entorhinal Cortex"
"NBPF14"	2.21779264199896e-10	0.657670417859523	0.257	0.077	2.38723199984768e-06	"Ast"	"NBPF14"	"AD"	"Entorhinal Cortex"
"BTAF1"	2.23392918808083e-10	0.742718627448226	0.184	0.04	2.4046013780502e-06	"Ast"	"BTAF1"	"AD"	"Entorhinal Cortex"
"GPRC5B"	2.27094049004508e-10	-1.27269255747631	0.347	0.499	2.44444034348453e-06	"Ast"	"GPRC5B"	"AD"	"Entorhinal Cortex"
"PNISR"	2.29568183119868e-10	0.402744076868239	0.686	0.338	2.47107192310226e-06	"Ast"	"PNISR"	"AD"	"Entorhinal Cortex"
"GK5"	2.32483712326555e-10	0.666439139706851	0.127	0.015	2.50245467948304e-06	"Ast"	"GK5"	"AD"	"Entorhinal Cortex"
"NEDD4L"	2.3292053888083e-10	0.419980015672587	0.306	0.1	2.50715668051326e-06	"Ast"	"NEDD4L"	"AD"	"Entorhinal Cortex"
"TSPAN6"	2.40713514036442e-10	0.706663642537316	0.114	0.01	2.59104026508826e-06	"Ast"	"TSPAN6"	"AD"	"Entorhinal Cortex"
"BIRC6-AS2"	2.42634239733851e-10	0.713040398385629	0.155	0.027	2.61171495649518e-06	"Ast"	"BIRC6-AS2"	"AD"	"Entorhinal Cortex"
"TAF15"	2.44097725256616e-10	0.731933480138129	0.298	0.102	2.62746791466221e-06	"Ast"	"TAF15"	"AD"	"Entorhinal Cortex"
"TMEM164"	2.46368336475226e-10	0.662483703852385	0.224	0.061	2.65190877381933e-06	"Ast"	"TMEM164"	"AD"	"Entorhinal Cortex"
"LINC00461"	2.49115125660775e-10	0.424545009110223	0.416	0.167	2.68147521261259e-06	"Ast"	"LINC00461"	"AD"	"Entorhinal Cortex"
"COL5A3"	2.49231820331747e-10	-1.51916829487429	0.294	0.457	2.68273131405093e-06	"Ast"	"COL5A3"	"AD"	"Entorhinal Cortex"
"UBR3"	2.5481314500063e-10	0.636543061633626	0.294	0.096	2.74280869278678e-06	"Ast"	"UBR3"	"AD"	"Entorhinal Cortex"
"NTRK3"	2.57018590245316e-10	0.552519986131732	0.49	0.223	2.76654810540058e-06	"Ast"	"NTRK3"	"AD"	"Entorhinal Cortex"
"ZMYM2"	2.59358759386023e-10	0.497659805845834	0.339	0.121	2.79173768603116e-06	"Ast"	"ZMYM2"	"AD"	"Entorhinal Cortex"
"AC012593.1"	2.808670843381e-10	0.826109224345036	0.192	0.044	3.02325329581531e-06	"Ast"	"AC012593.1"	"AD"	"Entorhinal Cortex"
"BNC2"	2.90468524785279e-10	0.787838734120612	0.151	0.025	3.12660320078875e-06	"Ast"	"BNC2"	"AD"	"Entorhinal Cortex"
"DDX46"	3.06308865864856e-10	0.65259921791692	0.2	0.048	3.29710863216931e-06	"Ast"	"DDX46"	"AD"	"Entorhinal Cortex"
"UPF3B"	3.10525791116207e-10	0.52240944362551	0.171	0.033	3.34249961557485e-06	"Ast"	"UPF3B"	"AD"	"Entorhinal Cortex"
"CP"	3.28768507182544e-10	0.847468330139128	0.131	0.017	3.5388642113129e-06	"Ast"	"CP"	"AD"	"Entorhinal Cortex"
"KANSL1"	3.54446198868961e-10	0.457779565623926	0.416	0.169	3.8152588846255e-06	"Ast"	"KANSL1"	"AD"	"Entorhinal Cortex"
"STIP1"	3.64705094581376e-10	-1.61836049712993	0.041	0.217	3.92568563807393e-06	"Ast"	"STIP1"	"AD"	"Entorhinal Cortex"
