"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"MAPK10"	1.03220825008657e-27	-0.555475691481938	0.401	0.791	1.11106896039318e-23	"Ast"	"MAPK10"	"male"	"Entorhinal Cortex"
"STON2"	1.13907945210538e-27	-0.666734349084309	0.18	0.502	1.22610512224623e-23	"Ast"	"STON2"	"male"	"Entorhinal Cortex"
"AUTS2"	1.27203781713394e-27	-0.601083682329767	0.332	0.703	1.36922150636297e-23	"Ast"	"AUTS2"	"male"	"Entorhinal Cortex"
"PDE7B"	1.30519205861759e-27	-0.834350762402414	0.119	0.418	1.40490873189597e-23	"Ast"	"PDE7B"	"male"	"Entorhinal Cortex"
"SLC8A1"	1.34343092021618e-27	-1.32418773378733	0.035	0.276	1.44606904252069e-23	"Ast"	"SLC8A1"	"male"	"Entorhinal Cortex"
"FMNL2"	1.34743208904344e-27	-0.599748601198921	0.397	0.763	1.45037590064636e-23	"Ast"	"FMNL2"	"male"	"Entorhinal Cortex"
"SYNE1"	4.36259667767607e-27	-0.672367371723188	0.232	0.574	4.69589906385052e-23	"Ast"	"SYNE1"	"male"	"Entorhinal Cortex"
"RP11-444D3.1"	4.71294166752908e-27	-0.702511501328742	0.188	0.518	5.0730104109283e-23	"Ast"	"RP11-444D3.1"	"male"	"Entorhinal Cortex"
"PPP1R9A"	6.07843020596339e-27	-0.733883057041962	0.169	0.493	6.542822273699e-23	"Ast"	"PPP1R9A"	"male"	"Entorhinal Cortex"
"ANLN"	6.89170994689986e-27	1.42588533916798	0.161	0.03	7.41823658684301e-23	"Ast"	"ANLN"	"male"	"Entorhinal Cortex"
"RP11-3B12.2"	7.01301709018287e-27	-1.30619819363612	0.021	0.246	7.54881159587284e-23	"Ast"	"RP11-3B12.2"	"male"	"Entorhinal Cortex"
"INF2"	7.34113188396911e-27	1.59396760973336	0.238	0.073	7.90199435990435e-23	"Ast"	"INF2"	"male"	"Entorhinal Cortex"
"WASH1"	7.4078951188319e-27	1.53176987185203	0.313	0.124	7.97385830591066e-23	"Ast"	"WASH1"	"male"	"Entorhinal Cortex"
"MYLPF"	9.80860184153845e-27	1.32604545709726	0.15	0.025	1.0557979022232e-22	"Ast"	"MYLPF"	"male"	"Entorhinal Cortex"
"BMP2K"	1.13389600108343e-26	-0.888424301659985	0.115	0.395	1.2205256555662e-22	"Ast"	"BMP2K"	"male"	"Entorhinal Cortex"
"RP11-679C8.2"	1.15991088413731e-26	-1.16000170570632	0.063	0.312	1.2485280756854e-22	"Ast"	"RP11-679C8.2"	"male"	"Entorhinal Cortex"
"APLP1"	1.54886515199535e-26	1.70779796530195	0.334	0.147	1.6671984496078e-22	"Ast"	"APLP1"	"male"	"Entorhinal Cortex"
"P2RY14"	2.0176214140226e-26	-1.20532566103207	0.035	0.268	2.17176769005392e-22	"Ast"	"P2RY14"	"male"	"Entorhinal Cortex"
"EDIL3"	4.68641894643294e-26	1.56274264184716	0.38	0.189	5.04446135394042e-22	"Ast"	"EDIL3"	"male"	"Entorhinal Cortex"
"ABCA2"	4.8325256725772e-26	1.54112184040523	0.38	0.19	5.20173063396209e-22	"Ast"	"ABCA2"	"male"	"Entorhinal Cortex"
"DDAH1"	5.86840628529384e-26	-0.841323841455115	0.15	0.449	6.31675252549029e-22	"Ast"	"DDAH1"	"male"	"Entorhinal Cortex"
"INTU"	7.2024204087962e-26	-0.761737573528661	0.104	0.388	7.75268532802823e-22	"Ast"	"INTU"	"male"	"Entorhinal Cortex"
"CRB1"	7.59581687828011e-26	-0.707738620888766	0.173	0.493	8.17613728778071e-22	"Ast"	"CRB1"	"male"	"Entorhinal Cortex"
"RAPGEF3"	8.81957296140262e-26	1.56915923061844	0.463	0.286	9.49338833565379e-22	"Ast"	"RAPGEF3"	"male"	"Entorhinal Cortex"
"ANKDD1A"	1.01496485107044e-25	-0.834389542727907	0.084	0.353	1.09250816569222e-21	"Ast"	"ANKDD1A"	"male"	"Entorhinal Cortex"
"SRGAP3"	1.16564699006367e-25	-0.922720056864255	0.071	0.325	1.25470242010454e-21	"Ast"	"SRGAP3"	"male"	"Entorhinal Cortex"
"ARRDC2"	1.16788932888947e-25	1.31408378413705	0.127	0.017	1.25711607361663e-21	"Ast"	"ARRDC2"	"male"	"Entorhinal Cortex"
"HMGN3"	1.65942376292253e-25	-0.832308822827234	0.119	0.402	1.78620373840982e-21	"Ast"	"HMGN3"	"male"	"Entorhinal Cortex"
"MED12L"	1.70963936558077e-25	-0.676307512690491	0.182	0.501	1.84025581311114e-21	"Ast"	"MED12L"	"male"	"Entorhinal Cortex"
"ANKFN1"	1.91866791872609e-25	-1.05454068962992	0.052	0.292	2.06525414771676e-21	"Ast"	"ANKFN1"	"male"	"Entorhinal Cortex"
"PLOD3"	2.2898097821091e-25	1.36548575099049	0.169	0.036	2.46475124946223e-21	"Ast"	"PLOD3"	"male"	"Entorhinal Cortex"
"PRKG1"	2.5089000921836e-25	-0.632877805285144	0.428	0.761	2.70058005922643e-21	"Ast"	"PRKG1"	"male"	"Entorhinal Cortex"
"CIRBP"	2.79583303947504e-25	-0.598785246450485	0.238	0.569	3.00943468369094e-21	"Ast"	"CIRBP"	"male"	"Entorhinal Cortex"
"NFIA"	2.99975712817602e-25	-0.431960743588204	0.503	0.863	3.22893857276867e-21	"Ast"	"NFIA"	"male"	"Entorhinal Cortex"
"RNPC3"	3.07959118415868e-25	-0.946279057215652	0.077	0.328	3.3148719506284e-21	"Ast"	"RNPC3"	"male"	"Entorhinal Cortex"
"AKAP6"	3.31174597840711e-25	-0.726138170452909	0.154	0.455	3.56476337115741e-21	"Ast"	"AKAP6"	"male"	"Entorhinal Cortex"
"AC012593.1"	3.6232135037785e-25	-1.22499429060643	0.044	0.274	3.90002701546718e-21	"Ast"	"AC012593.1"	"male"	"Entorhinal Cortex"
"LRP1B"	3.88991184568796e-25	-0.408953313189798	0.785	0.969	4.18710111069852e-21	"Ast"	"LRP1B"	"male"	"Entorhinal Cortex"
"TMEM241"	4.75469117390393e-25	-1.18162091248428	0.019	0.229	5.11794957959019e-21	"Ast"	"TMEM241"	"male"	"Entorhinal Cortex"
"GPRC5B"	6.96383811801543e-25	1.33784347530441	0.499	0.342	7.49587535023181e-21	"Ast"	"GPRC5B"	"male"	"Entorhinal Cortex"
"SLCO1C1"	7.33566462468693e-25	-0.773115634957937	0.119	0.397	7.89610940201301e-21	"Ast"	"SLCO1C1"	"male"	"Entorhinal Cortex"
"BCL2"	9.84061288769114e-25	-0.59925290100314	0.194	0.502	1.05924357123107e-20	"Ast"	"BCL2"	"male"	"Entorhinal Cortex"
"POU2F1"	1.16625640345183e-24	-0.776310353324243	0.129	0.417	1.25535839267555e-20	"Ast"	"POU2F1"	"male"	"Entorhinal Cortex"
"RFX3-AS1"	1.18021725879327e-24	-1.13896888368697	0.042	0.266	1.27038585736508e-20	"Ast"	"RFX3-AS1"	"male"	"Entorhinal Cortex"
"TMEM132B"	1.59989823570705e-24	-0.704655503278812	0.09	0.352	1.72213046091507e-20	"Ast"	"TMEM132B"	"male"	"Entorhinal Cortex"
"DPH6"	2.13269497042091e-24	-0.948965505581243	0.067	0.31	2.29563286616107e-20	"Ast"	"DPH6"	"male"	"Entorhinal Cortex"
"CHI3L1"	2.15320243059747e-24	1.7524591916604	0.242	0.082	2.31770709629512e-20	"Ast"	"CHI3L1"	"male"	"Entorhinal Cortex"
"FAM19A1"	2.4678602807588e-24	-1.14575107523447	0.029	0.243	2.65640480620877e-20	"Ast"	"FAM19A1"	"male"	"Entorhinal Cortex"
"MOBP"	2.51668198689572e-24	1.56969011306661	0.255	0.09	2.70895649069455e-20	"Ast"	"MOBP"	"male"	"Entorhinal Cortex"
"NAALADL2"	2.78476890065074e-24	-0.811160037108552	0.184	0.47	2.99752524466046e-20	"Ast"	"NAALADL2"	"male"	"Entorhinal Cortex"
"RP11-436K8.1"	3.05270519573055e-24	-0.952013815271599	0.056	0.294	3.28593187268436e-20	"Ast"	"RP11-436K8.1"	"male"	"Entorhinal Cortex"
"RP11-156K13.1"	3.17961828246261e-24	-0.876068801391002	0.1	0.363	3.42254111924275e-20	"Ast"	"RP11-156K13.1"	"male"	"Entorhinal Cortex"
"CAMK2G"	3.21844539668492e-24	-0.680952660275523	0.173	0.479	3.46433462499164e-20	"Ast"	"CAMK2G"	"male"	"Entorhinal Cortex"
"GAREM1"	4.453786805321e-24	-0.624056909598955	0.132	0.415	4.79405611724752e-20	"Ast"	"GAREM1"	"male"	"Entorhinal Cortex"
"SFXN5"	5.30344711458711e-24	-0.494316363920158	0.307	0.654	5.70863047414156e-20	"Ast"	"SFXN5"	"male"	"Entorhinal Cortex"
"REV3L"	6.38131250726855e-24	-0.540222187882027	0.184	0.493	6.86884478282387e-20	"Ast"	"REV3L"	"male"	"Entorhinal Cortex"
"BRINP3"	6.81744699094367e-24	-0.699072750738463	0.121	0.401	7.33829994105177e-20	"Ast"	"BRINP3"	"male"	"Entorhinal Cortex"
"SH3RF1"	1.0287188920715e-23	-0.831902032113157	0.056	0.291	1.10731301542576e-19	"Ast"	"SH3RF1"	"male"	"Entorhinal Cortex"
"INPP4B"	1.50314359677413e-23	-0.774576538278706	0.092	0.343	1.61798376756768e-19	"Ast"	"INPP4B"	"male"	"Entorhinal Cortex"
"HSP90B1"	2.24525812510967e-23	1.38712395957856	0.221	0.069	2.41679584586804e-19	"Ast"	"HSP90B1"	"male"	"Entorhinal Cortex"
"SPDYE2"	2.74119011487301e-23	-1.18268188835584	0.01	0.2	2.9506170396493e-19	"Ast"	"SPDYE2"	"male"	"Entorhinal Cortex"
"RP11-275H4.1"	2.98368929278832e-23	-1.23249353877773	0.002	0.184	3.21164315475735e-19	"Ast"	"RP11-275H4.1"	"male"	"Entorhinal Cortex"
"ERMN"	3.04744151442092e-23	1.4706383287055	0.157	0.034	3.28026604612267e-19	"Ast"	"ERMN"	"male"	"Entorhinal Cortex"
"RP1-34H18.1"	3.57491349733001e-23	-0.763660050239296	0.121	0.389	3.84803688852602e-19	"Ast"	"RP1-34H18.1"	"male"	"Entorhinal Cortex"
"ITGB4"	3.6259708991566e-23	1.59004210108753	0.363	0.185	3.90299507585216e-19	"Ast"	"ITGB4"	"male"	"Entorhinal Cortex"
"TMEM132C"	4.04787865195185e-23	-0.973362557834246	0.048	0.268	4.35713658096097e-19	"Ast"	"TMEM132C"	"male"	"Entorhinal Cortex"
"ITPR2"	4.43821322463257e-23	-0.534688229546536	0.34	0.697	4.7772927149945e-19	"Ast"	"ITPR2"	"male"	"Entorhinal Cortex"
"EFEMP1"	6.27978196973465e-23	-0.703067902978811	0.132	0.407	6.75955731222237e-19	"Ast"	"EFEMP1"	"male"	"Entorhinal Cortex"
"RP11-1000B6.3"	6.68242146859755e-23	-1.00696481660629	0.048	0.263	7.19295846879841e-19	"Ast"	"RP11-1000B6.3"	"male"	"Entorhinal Cortex"
"IVNS1ABP"	8.02329424858604e-23	1.30747643437506	0.15	0.032	8.63627392917802e-19	"Ast"	"IVNS1ABP"	"male"	"Entorhinal Cortex"
"N4BP2L2"	8.03128729544665e-23	-0.482351903293016	0.307	0.656	8.64487764481878e-19	"Ast"	"N4BP2L2"	"male"	"Entorhinal Cortex"
"RAPH1"	1.07057640999387e-22	-1.04066667497469	0.042	0.251	1.1523684477174e-18	"Ast"	"RAPH1"	"male"	"Entorhinal Cortex"
"RSRP1"	1.64022139127588e-22	-0.739751580627025	0.119	0.381	1.76553430556936e-18	"Ast"	"RSRP1"	"male"	"Entorhinal Cortex"
"LPIN1"	1.73056508314293e-22	-0.725733845630817	0.132	0.397	1.86278025549505e-18	"Ast"	"LPIN1"	"male"	"Entorhinal Cortex"
"ADD3"	1.8111399588504e-22	-0.53009573450441	0.282	0.621	1.94951105170657e-18	"Ast"	"ADD3"	"male"	"Entorhinal Cortex"
"PDE5A"	1.83081725765367e-22	-0.887515698867958	0.065	0.284	1.97069169613841e-18	"Ast"	"PDE5A"	"male"	"Entorhinal Cortex"
"MAPK8"	2.02567463165983e-22	-0.942784954415231	0.058	0.281	2.18043617351864e-18	"Ast"	"MAPK8"	"male"	"Entorhinal Cortex"
"NKX6-2"	2.24207621913584e-22	1.35819177803664	0.152	0.033	2.41337084227782e-18	"Ast"	"NKX6-2"	"male"	"Entorhinal Cortex"
"KLHL32"	2.63666950586584e-22	-0.831987861319903	0.088	0.325	2.83811105611399e-18	"Ast"	"KLHL32"	"male"	"Entorhinal Cortex"
"RHOJ"	3.25123868385618e-22	-0.826873391072344	0.054	0.273	3.4996333193028e-18	"Ast"	"RHOJ"	"male"	"Entorhinal Cortex"
"DANT2"	3.6473664655195e-22	-0.790586235884106	0.111	0.361	3.92602526348519e-18	"Ast"	"DANT2"	"male"	"Entorhinal Cortex"
"LINC00299"	4.56151389096844e-22	-0.640382966636341	0.142	0.414	4.91001355223843e-18	"Ast"	"LINC00299"	"male"	"Entorhinal Cortex"
"C20orf194"	6.13769368312006e-22	-0.731334882630343	0.144	0.407	6.60661348051043e-18	"Ast"	"C20orf194"	"male"	"Entorhinal Cortex"
"LINC01572"	7.52943703915403e-22	-1.11323567674835	0.008	0.185	8.1046860289454e-18	"Ast"	"LINC01572"	"male"	"Entorhinal Cortex"
"MT1G"	7.69757546541453e-22	-0.9859552835451	0.094	0.332	8.2856702309722e-18	"Ast"	"MT1G"	"male"	"Entorhinal Cortex"
"PITPNC1"	7.91527382808128e-22	-0.435787180226644	0.526	0.873	8.52000074854669e-18	"Ast"	"PITPNC1"	"male"	"Entorhinal Cortex"
"TUBB2B"	9.23983724774229e-22	-0.76918764818462	0.142	0.405	9.9457608134698e-18	"Ast"	"TUBB2B"	"male"	"Entorhinal Cortex"
"STXBP5"	1.17016671889959e-21	-0.565738695139634	0.188	0.482	1.25956745622351e-17	"Ast"	"STXBP5"	"male"	"Entorhinal Cortex"
"MBD5"	1.24893119633221e-21	-0.558894967292435	0.215	0.52	1.34434953973199e-17	"Ast"	"MBD5"	"male"	"Entorhinal Cortex"
"ATP13A4"	1.29349226192893e-21	-0.648231543556484	0.144	0.406	1.3923150707403e-17	"Ast"	"ATP13A4"	"male"	"Entorhinal Cortex"
"C1orf21"	1.32961029075456e-21	-0.665538701724113	0.106	0.361	1.4311925169682e-17	"Ast"	"C1orf21"	"male"	"Entorhinal Cortex"
"GMDS-AS1"	1.40071129778665e-21	-0.711827401199863	0.096	0.337	1.50772564093755e-17	"Ast"	"GMDS-AS1"	"male"	"Entorhinal Cortex"
"ZFHX4"	1.95166437762821e-21	-0.666266280619452	0.161	0.428	2.10077153607901e-17	"Ast"	"ZFHX4"	"male"	"Entorhinal Cortex"
"LGI3"	2.05286215764771e-21	1.2388941592712	0.121	0.021	2.209700826492e-17	"Ast"	"LGI3"	"male"	"Entorhinal Cortex"
"NFIB"	2.89169812183129e-21	-0.476344301495134	0.317	0.652	3.1126238583392e-17	"Ast"	"NFIB"	"male"	"Entorhinal Cortex"
"LMCD1-AS1"	2.92996715661042e-21	-0.633537398276422	0.146	0.404	3.15381664737545e-17	"Ast"	"LMCD1-AS1"	"male"	"Entorhinal Cortex"
"ABI1"	4.28055758782333e-21	-0.607267048618639	0.152	0.423	4.60759218753304e-17	"Ast"	"ABI1"	"male"	"Entorhinal Cortex"
"ECHDC2"	4.32789876944265e-21	-0.624887562585732	0.129	0.388	4.65855023542807e-17	"Ast"	"ECHDC2"	"male"	"Entorhinal Cortex"
"LGI1"	4.77430410666497e-21	-0.631085334800362	0.152	0.414	5.13906094041418e-17	"Ast"	"LGI1"	"male"	"Entorhinal Cortex"
"SOBP"	5.77091731223593e-21	-0.755053048522808	0.09	0.32	6.21181539489076e-17	"Ast"	"SOBP"	"male"	"Entorhinal Cortex"
"CADM1"	6.93964885796921e-21	-0.452533840487257	0.514	0.845	7.46983803071805e-17	"Ast"	"CADM1"	"male"	"Entorhinal Cortex"
"SLC6A8"	8.24850709044303e-21	1.48068645033046	0.19	0.057	8.87869303215288e-17	"Ast"	"SLC6A8"	"male"	"Entorhinal Cortex"
"SUMF1"	8.40685584873039e-21	-0.785540792469323	0.079	0.304	9.0491396355734e-17	"Ast"	"SUMF1"	"male"	"Entorhinal Cortex"
"AP000487.6"	9.11204292117819e-21	-0.88150048152734	0.048	0.253	9.80820300035621e-17	"Ast"	"AP000487.6"	"male"	"Entorhinal Cortex"
"TTYH1"	9.61134674352707e-21	-0.484000357800323	0.259	0.571	1.03456536347325e-16	"Ast"	"TTYH1"	"male"	"Entorhinal Cortex"
"MIR4300HG"	1.00374546569674e-20	-1.10463698723495	0.1	0.327	1.08043161927597e-16	"Ast"	"MIR4300HG"	"male"	"Entorhinal Cortex"
"FSTL5"	1.15200000024925e-20	-0.900492999574244	0.048	0.252	1.2400128002683e-16	"Ast"	"FSTL5"	"male"	"Entorhinal Cortex"
"CSRP1"	1.45149441856331e-20	1.41188899982277	0.39	0.229	1.56238859214154e-16	"Ast"	"CSRP1"	"male"	"Entorhinal Cortex"
"SMARCA2"	1.82366316875294e-20	-0.601680931279419	0.154	0.418	1.96299103484567e-16	"Ast"	"SMARCA2"	"male"	"Entorhinal Cortex"
"SBF2"	2.04649307117659e-20	-0.540664325088051	0.165	0.431	2.20284514181448e-16	"Ast"	"SBF2"	"male"	"Entorhinal Cortex"
"MAGI3"	2.38029041403393e-20	-0.717751061334207	0.081	0.303	2.56214460166612e-16	"Ast"	"MAGI3"	"male"	"Entorhinal Cortex"
"OAF"	2.63554931164495e-20	-0.834915347322629	0.065	0.272	2.83690527905463e-16	"Ast"	"OAF"	"male"	"Entorhinal Cortex"
"CTD-2537O9.1"	2.78036303189782e-20	-1.05478684538341	0.029	0.212	2.99278276753481e-16	"Ast"	"CTD-2537O9.1"	"male"	"Entorhinal Cortex"
"CLYBL"	3.20906677027451e-20	-0.97186838535802	0.029	0.214	3.45423947152349e-16	"Ast"	"CLYBL"	"male"	"Entorhinal Cortex"
"PCDH7"	4.51993145688116e-20	-0.610927514726407	0.144	0.397	4.86525422018689e-16	"Ast"	"PCDH7"	"male"	"Entorhinal Cortex"
"LAMA4"	5.12128545348895e-20	-0.927877573975906	0.031	0.216	5.5125516621355e-16	"Ast"	"LAMA4"	"male"	"Entorhinal Cortex"
"KCNQ3"	5.44552355559824e-20	-0.907543972772378	0.046	0.24	5.86156155524595e-16	"Ast"	"KCNQ3"	"male"	"Entorhinal Cortex"
"TMC6"	5.56421025055367e-20	1.19601658267176	0.129	0.026	5.98931591369597e-16	"Ast"	"TMC6"	"male"	"Entorhinal Cortex"
"BCOR"	6.33820855688879e-20	1.28821597712932	0.198	0.064	6.8224476906351e-16	"Ast"	"BCOR"	"male"	"Entorhinal Cortex"
"MT2A"	1.12474523876847e-19	-0.57446872448021	0.539	0.833	1.21067577501038e-15	"Ast"	"MT2A"	"male"	"Entorhinal Cortex"
"SOX2"	1.16034832350231e-19	-0.638973276467393	0.169	0.432	1.24899893541788e-15	"Ast"	"SOX2"	"male"	"Entorhinal Cortex"
"SHROOM3"	1.28977830594042e-19	-0.505103993928488	0.129	0.379	1.38831736851427e-15	"Ast"	"SHROOM3"	"male"	"Entorhinal Cortex"
"FBXL17"	1.60742241249713e-19	-0.5587606605772	0.159	0.423	1.73022948481191e-15	"Ast"	"FBXL17"	"male"	"Entorhinal Cortex"
"BIRC6-AS2"	2.15400720685761e-19	-0.945691224365458	0.027	0.201	2.31857335746154e-15	"Ast"	"BIRC6-AS2"	"male"	"Entorhinal Cortex"
"MMD2"	2.29783065238067e-19	-0.710264837867883	0.067	0.279	2.47338491422255e-15	"Ast"	"MMD2"	"male"	"Entorhinal Cortex"
"CAMTA1"	2.89079645761618e-19	-0.549040869181418	0.234	0.524	3.11165330697806e-15	"Ast"	"CAMTA1"	"male"	"Entorhinal Cortex"
"SLC25A29"	2.94594847001699e-19	1.51883911817347	0.382	0.228	3.17101893312629e-15	"Ast"	"SLC25A29"	"male"	"Entorhinal Cortex"
"TEAD1"	3.47161364560596e-19	-0.565162846209976	0.125	0.366	3.73684492813026e-15	"Ast"	"TEAD1"	"male"	"Entorhinal Cortex"
"ADGRL3"	3.69709568724545e-19	-0.461323369137178	0.514	0.841	3.979553797751e-15	"Ast"	"ADGRL3"	"male"	"Entorhinal Cortex"
"RP11-229P13.27"	4.2007892164819e-19	1.12830074431643	0.121	0.024	4.52172951262112e-15	"Ast"	"RP11-229P13.27"	"male"	"Entorhinal Cortex"
"CH507-513H4.1"	4.22543786982848e-19	1.65854197420506	0.269	0.122	4.54826132308337e-15	"Ast"	"CH507-513H4.1"	"male"	"Entorhinal Cortex"
"CTC-498M16.2"	5.62309166388464e-19	-0.882483514232363	0.015	0.178	6.05269586700542e-15	"Ast"	"CTC-498M16.2"	"male"	"Entorhinal Cortex"
"NDRG2"	6.1149182881042e-19	0.998048823693945	0.676	0.693	6.58209804531536e-15	"Ast"	"NDRG2"	"male"	"Entorhinal Cortex"
"ZSWIM6"	6.17884742469156e-19	-0.491942693011223	0.309	0.616	6.650911367938e-15	"Ast"	"ZSWIM6"	"male"	"Entorhinal Cortex"
"CLK1"	6.22456378338222e-19	1.53533551600129	0.372	0.225	6.70012045643262e-15	"Ast"	"CLK1"	"male"	"Entorhinal Cortex"
"NKTR"	6.97057275939164e-19	-0.73896941169877	0.134	0.358	7.50312451820916e-15	"Ast"	"NKTR"	"male"	"Entorhinal Cortex"
"MT1E"	7.15984445999766e-19	-0.526406643003194	0.167	0.423	7.70685657674148e-15	"Ast"	"MT1E"	"male"	"Entorhinal Cortex"
"SPATA6"	7.16471102682632e-19	-0.581889325807544	0.094	0.317	7.71209494927585e-15	"Ast"	"SPATA6"	"male"	"Entorhinal Cortex"
"PDZRN3"	7.56223420490862e-19	-0.516193282717025	0.138	0.388	8.13998889816364e-15	"Ast"	"PDZRN3"	"male"	"Entorhinal Cortex"
"FGFR3"	7.78000937119753e-19	-0.376523582978713	0.365	0.693	8.37440208715702e-15	"Ast"	"FGFR3"	"male"	"Entorhinal Cortex"
"CTD-2282P23.2"	8.02018545460753e-19	-1.03293990430772	0.021	0.186	8.63292762333954e-15	"Ast"	"CTD-2282P23.2"	"male"	"Entorhinal Cortex"
"WDR49"	8.33500200569402e-19	-0.736852233470815	0.067	0.27	8.97179615892905e-15	"Ast"	"WDR49"	"male"	"Entorhinal Cortex"
"PON2"	8.43748884345509e-19	-0.461392775464424	0.273	0.574	9.08211299109506e-15	"Ast"	"PON2"	"male"	"Entorhinal Cortex"
"ADGRA3"	8.49281024335263e-19	-0.676280055730284	0.1	0.323	9.14166094594477e-15	"Ast"	"ADGRA3"	"male"	"Entorhinal Cortex"
"AIG1"	8.90146942037447e-19	-0.759298557877526	0.046	0.234	9.58154168409108e-15	"Ast"	"AIG1"	"male"	"Entorhinal Cortex"
"TCF7L2"	9.70410530852259e-19	-0.439371313766786	0.177	0.45	1.04454989540937e-14	"Ast"	"TCF7L2"	"male"	"Entorhinal Cortex"
"GRAMD1C"	1.04243643842797e-18	-0.477360213159939	0.169	0.42	1.12207858232387e-14	"Ast"	"GRAMD1C"	"male"	"Entorhinal Cortex"
"THSD7A"	1.09238679970423e-18	-0.71862160071722	0.073	0.278	1.17584515120163e-14	"Ast"	"THSD7A"	"male"	"Entorhinal Cortex"
"RERG"	1.34121779458641e-18	-1.00866596615655	0.023	0.189	1.44368683409281e-14	"Ast"	"RERG"	"male"	"Entorhinal Cortex"
"F11-AS1"	1.45610333026289e-18	-0.806695850205127	0.042	0.222	1.56734962469497e-14	"Ast"	"F11-AS1"	"male"	"Entorhinal Cortex"
"CLDN10"	1.80759638397835e-18	-0.67037660064773	0.079	0.286	1.9456967477143e-14	"Ast"	"CLDN10"	"male"	"Entorhinal Cortex"
"NR3C2"	1.81650908714109e-18	-0.713228314055541	0.115	0.343	1.95529038139866e-14	"Ast"	"NR3C2"	"male"	"Entorhinal Cortex"
"GRAMD3"	2.12842526460446e-18	-0.362518733825117	0.334	0.646	2.29103695482024e-14	"Ast"	"GRAMD3"	"male"	"Entorhinal Cortex"
"GRID1"	2.25443275901837e-18	-0.626220454664187	0.102	0.319	2.42667142180737e-14	"Ast"	"GRID1"	"male"	"Entorhinal Cortex"
"SERPINH1"	2.37448624602955e-18	1.2469434575858	0.115	0.023	2.55589699522621e-14	"Ast"	"SERPINH1"	"male"	"Entorhinal Cortex"
"LRP4-AS1"	2.42124439194274e-18	-0.996439888722715	0.01	0.163	2.60622746348717e-14	"Ast"	"LRP4-AS1"	"male"	"Entorhinal Cortex"
"IDH2"	2.42616479350139e-18	-0.875050699166404	0.046	0.229	2.6115237837249e-14	"Ast"	"IDH2"	"male"	"Entorhinal Cortex"
"NF1"	2.67045121575691e-18	-0.458475606627392	0.184	0.447	2.87447368864074e-14	"Ast"	"NF1"	"male"	"Entorhinal Cortex"
"RP11-284M14.1"	2.70446761479443e-18	-0.800478532102615	0.067	0.264	2.91108894056473e-14	"Ast"	"RP11-284M14.1"	"male"	"Entorhinal Cortex"
"NTRK3"	2.71220261222643e-18	-0.494764946701187	0.223	0.498	2.91941489180053e-14	"Ast"	"NTRK3"	"male"	"Entorhinal Cortex"
"RGS20"	2.86378432899099e-18	-0.590321720336178	0.1	0.322	3.08257745172591e-14	"Ast"	"RGS20"	"male"	"Entorhinal Cortex"
"PDGFRB"	3.02553593609387e-18	-0.584609778370344	0.081	0.291	3.25668688161144e-14	"Ast"	"PDGFRB"	"male"	"Entorhinal Cortex"
"TRPM3"	3.57796692680305e-18	-0.427416132308349	0.537	0.845	3.8513236000108e-14	"Ast"	"TRPM3"	"male"	"Entorhinal Cortex"
"LINC00609"	4.37991331452312e-18	-0.774486188673445	0.094	0.306	4.71453869175268e-14	"Ast"	"LINC00609"	"male"	"Entorhinal Cortex"
"SEPP1"	4.49478479075198e-18	1.39019859594699	0.255	0.114	4.83818634876543e-14	"Ast"	"SEPP1"	"male"	"Entorhinal Cortex"
"MAGI1"	4.86839105052781e-18	-0.389981260467348	0.165	0.417	5.24033612678813e-14	"Ast"	"MAGI1"	"male"	"Entorhinal Cortex"
"TMEM232"	6.39482806417387e-18	-0.594829829160815	0.09	0.3	6.88339292827675e-14	"Ast"	"TMEM232"	"male"	"Entorhinal Cortex"
"RP11-37B2.1"	6.73759849987795e-18	-0.787542262414082	0.061	0.252	7.25235102526862e-14	"Ast"	"RP11-37B2.1"	"male"	"Entorhinal Cortex"
"EYA1"	7.07596279510049e-18	-0.743170071066057	0.044	0.225	7.61656635264617e-14	"Ast"	"EYA1"	"male"	"Entorhinal Cortex"
"ZNF518A"	7.22371267349647e-18	-0.539245216281011	0.14	0.372	7.77560432175161e-14	"Ast"	"ZNF518A"	"male"	"Entorhinal Cortex"
"LRIG1"	7.61244917591804e-18	-0.363098605723528	0.219	0.512	8.19404029295818e-14	"Ast"	"LRIG1"	"male"	"Entorhinal Cortex"
"ST6GALNAC6"	7.73751008417203e-18	1.35032875303111	0.167	0.052	8.32865585460277e-14	"Ast"	"ST6GALNAC6"	"male"	"Entorhinal Cortex"
"APCDD1"	9.08043098092279e-18	-0.795285182033727	0.052	0.232	9.77417590786529e-14	"Ast"	"APCDD1"	"male"	"Entorhinal Cortex"
"TMEM178B"	9.19353852012343e-18	-0.724656304991397	0.088	0.292	9.89592486306086e-14	"Ast"	"TMEM178B"	"male"	"Entorhinal Cortex"
"MSRA"	9.8892320180349e-18	-0.594237746058048	0.132	0.359	1.06447693442128e-13	"Ast"	"MSRA"	"male"	"Entorhinal Cortex"
"SFMBT2"	1.0117528113161e-17	-0.620727230817824	0.154	0.388	1.08905072610065e-13	"Ast"	"SFMBT2"	"male"	"Entorhinal Cortex"
